iter	Logloss
303	0.3910495887
304	0.3909474919
305	0.390867169
306	0.3908211783
307	0.3905620789
308	0.3904649542
309	0.3903575426
310	0.3902003256
311	0.3899900458
312	0.3899281105
313	0.3898263996
314	0.389548441
315	0.389429071
316	0.3893463906
317	0.3891826158
318	0.3891609706
319	0.3890739184
320	0.3889678355
321	0.3889030285
322	0.3888186337
323	0.3887059072
324	0.3886380142
325	0.3885549052
326	0.3884760824
327	0.3883967025
328	0.388327695
329	0.3882063105
330	0.3881094429
331	0.3880271483
332	0.3879632414
333	0.3877535188
334	0.3876587943
335	0.3875991307
336	0.3874703739
337	0.387363991
338	0.3868927688
339	0.3868122744
340	0.3867061486
341	0.3865781205
342	0.3864769239
343	0.3863878572
344	0.3862967759
345	0.3861873927
346	0.3861177423
347	0.3859259788
348	0.3858132523
349	0.3857232426
350	0.3856343473
351	0.3855766554
352	0.3855119769
353	0.3853090265
354	0.3852384332
355	0.385125921
356	0.3850667718
357	0.3849695613
358	0.384916327
359	0.3848419189
360	0.3847578242
361	0.3845559452
362	0.3844842804
363	0.3844129584
364	0.3843297208
365	0.3842560843
366	0.3839356069
367	0.3838094647
368	0.3836669493
369	0.3835722677
370	0.3834002634
371	0.3832904944
372	0.3831964557
373	0.3831215333
374	0.3830557405
375	0.3829334988
376	0.3828246727
377	0.3827374062
378	0.3826114355
379	0.3825456855
380	0.3824846075
381	0.382399784
382	0.3822740705
383	0.382171888
384	0.3820258151
385	0.3819400916
386	0.3817790171
387	0.3816938079
388	0.3816334585
389	0.3815510353
390	0.381470198
391	0.3813723446
392	0.3812845209
393	0.3812034264
394	0.381109602
395	0.3809667009
396	0.3808707762
397	0.380791482
398	0.3807344329
399	0.3806644397
400	0.380562943
401	0.3804869062
402	0.3804253567
403	0.380359221
404	0.3802551098
405	0.3801656144
406	0.3800999502
407	0.3800437156
408	0.3799408473
409	0.3798793836
410	0.3798450084
411	0.379798932
412	0.3797216523
413	0.3796644318
414	0.3795418043
415	0.3794421935
416	0.3793778152
417	0.3792848908
418	0.3792247129
419	0.3787003421
420	0.3786287629
421	0.3784599733
422	0.3783965379
423	0.378326416
424	0.3779872937
425	0.3779220152
426	0.3778377061
427	0.3776556722
428	0.3775714489
429	0.3774756099
430	0.3773705129
431	0.3772516572
432	0.3771889504
433	0.3770850964
434	0.3770181892
435	0.3766968545
436	0.3766176031
437	0.3765619685
438	0.3765008476
439	0.3763889356
440	0.3763118272
441	0.3762278182
442	0.3761555532
443	0.3760631433
444	0.3759729621
445	0.3758970968
446	0.3758595499
447	0.37576774
448	0.3757194776
449	0.3755509452
450	0.3755023399
451	0.3754071011
452	0.3753373221
453	0.3752099369
454	0.3751512163
455	0.3750252027
456	0.3749524234
457	0.3749000464
458	0.3748101224
459	0.3747393147
460	0.3746597204
461	0.3745744684
462	0.3744785009
463	0.3743827048
464	0.3743064966
465	0.3742315742
466	0.3741780399
467	0.3741056035
468	0.3740350102
469	0.373955373
470	0.373676943
471	0.3736354528
472	0.3735694885
473	0.3734616055
474	0.3733801681
475	0.373329034
476	0.3732644413
477	0.3731938909
478	0.3731301983
479	0.3727113531
480	0.372608442
481	0.3725306479
482	0.3724318086
483	0.3723547003
484	0.372305195
485	0.3722497747
486	0.3722024125
487	0.3720933721
488	0.371977131
489	0.3719283972
490	0.3718488029
491	0.3717749092
492	0.371707702
493	0.3716206926
494	0.3713499776
495	0.3713008581
496	0.371215306
497	0.3711497275
498	0.3710858206
499	0.3709449339
500	0.3708592104
501	0.3707651717
502	0.3707070511
503	0.3706503879
504	0.3705675361
505	0.3705274175
506	0.370401661
507	0.3703322678
508	0.370270204
509	0.3701884238
510	0.3701141443
511	0.3700408507
512	0.3699525126
513	0.3698648174
514	0.3697398325
515	0.3695424112
516	0.3694313135
517	0.3693671494
518	0.3692672815
519	0.3691773147
520	0.36906746
521	0.3690104967
522	0.3689237873
523	0.3688334776
524	0.368764213
525	0.3687196796
526	0.3686453144
527	0.3685781929
528	0.3684077745
529	0.3683319092
530	0.3682248833
531	0.3681503039
532	0.3680688237
533	0.3679955729
534	0.367940667
535	0.3678515145
536	0.3676946404
537	0.3676131173
538	0.3675358804
539	0.3674438134
540	0.3673620331
541	0.3672746808
542	0.3672205893
543	0.3671544536
544	0.3669994654
545	0.3669682192
546	0.3668846388
547	0.3668029014
548	0.366721764
549	0.3666494991
550	0.3665666473
551	0.3663015473
552	0.3662282965
553	0.3661622037
554	0.3660953822
555	0.3660271891
556	0.3659516238
557	0.3658593853
558	0.3657812483
559	0.3656880668
560	0.3656353468
561	0.3655201773
562	0.3654372397
563	0.3653805336
564	0.3652772368
565	0.3652058291
566	0.365124906
567	0.3650496408
568	0.3649644316
569	0.3649025392
570	0.3647539803
571	0.3646406109
572	0.3645676602
573	0.3643065892
574	0.3642137506
575	0.364152544
576	0.3641061247
577	0.3640380602
578	0.3639576944
579	0.3638617698
580	0.3637866331
581	0.3637093533
582	0.363649004
583	0.3635867687
584	0.3635367919
585	0.3634509826
586	0.3633760602
587	0.3633033667
588	0.3632381311
589	0.3631605084
590	0.3630928297
591	0.3630047059
592	0.3629193681
593	0.3628265724
594	0.3627514786
595	0.3626817853
596	0.362617407
597	0.3625154817
598	0.3624199857
599	0.3623593363
600	0.3622749414
601	0.3622259504
602	0.3621635866
603	0.3620768343
604	0.3619851102
605	0.3619062874
606	0.3618248072
607	0.3617570427
608	0.3616168847
609	0.3615414052
610	0.3614570961
611	0.3613876171
612	0.3613056654
613	0.3612457018
614	0.3611766515
615	0.3611139019
616	0.3610379508
617	0.3609680433
618	0.3609156234
619	0.3608424583
620	0.3607441334
621	0.3605990463
622	0.3605176518
623	0.3604455155
624	0.3602646388
625	0.3601981602
626	0.3601081077
627	0.3600363571
628	0.3599026284
629	0.3598313492
630	0.3597611845
631	0.3596753324
632	0.3596187549
633	0.3595557481
634	0.3594398713
635	0.3593712496
636	0.3593084571
637	0.3592265054
638	0.3591135861
639	0.3590460788
640	0.3589646629
641	0.3588882189
642	0.3588173255
643	0.3587456178
644	0.3586997772
645	0.3586445283
646	0.3585809858
647	0.3584928191
648	0.3584362201
649	0.3583543756
650	0.3582991696
651	0.3582230471
652	0.3581648194
653	0.3580874754
654	0.3580170535
655	0.3578943831
656	0.3578262758
657	0.3577381091
658	0.3573432022
659	0.3572541355
660	0.3571470882
661	0.3570553426
662	0.3569854565
663	0.3568833598
664	0.356795686
665	0.3567199278
666	0.356628718
667	0.3565506024
668	0.3564664862
669	0.3564038009
670	0.3563157628
671	0.3562292249
672	0.3561539811
673	0.3560734438
674	0.355995714
675	0.3558134443
676	0.3557387791
677	0.3556693645
678	0.3555958137
679	0.3555038324
680	0.3554178731
681	0.3553387288
682	0.3552607204
683	0.3551770757
684	0.3551016604
685	0.3550251307
686	0.3549506155
687	0.3548377391
688	0.3547656027
689	0.3546743286
690	0.3546092216
691	0.3545349207
692	0.3544383531
693	0.3543473576
694	0.3542715351
695	0.3541710457
696	0.3538516827
697	0.3537673093
698	0.3537057384
699	0.3536255226
700	0.3535672949
701	0.3534610405
702	0.3534074633
703	0.3533169178
704	0.3532532253
705	0.3530917221
706	0.3530187071
707	0.3529311619
708	0.3528267507
709	0.3527536285
710	0.3526659762
711	0.3525954043
712	0.3523060016
713	0.352223557
714	0.3521449486
715	0.3520637469
716	0.351775373
717	0.3516987361
718	0.3516338648
719	0.3515633572
720	0.3514917352
721	0.3514062689
722	0.3513235671
723	0.3512220704
724	0.3511274745
725	0.3510318285
726	0.3509470693
727	0.3504639529
728	0.3503846586
729	0.3502942632
730	0.35021184
731	0.3501100004
732	0.3500238911
733	0.349956041
734	0.3498692459
735	0.3498087679
736	0.3497261305
737	0.3496417999
738	0.3495641558
739	0.3494673954
740	0.3493973378
741	0.3492828969
742	0.3492001523
743	0.349128916
744	0.3490486145
745	0.3489518326
746	0.3488724741
747	0.3487699487
748	0.3486726525
749	0.3485985017
750	0.3485126281
751	0.3484525573
752	0.3483728987
753	0.3482744881
754	0.3481959654
755	0.3481086988
756	0.3480344837
757	0.3479718841
758	0.3478930184
759	0.3477920361
760	0.347313013
761	0.3472024082
762	0.3471103625
763	0.3469512168
764	0.3468512632
765	0.346796743
766	0.3466994253
767	0.346608987
768	0.3465261138
769	0.3464399402
770	0.3463622747
771	0.3462675073
772	0.3461786763
773	0.3460785512
774	0.3459965138
775	0.3455636528
776	0.3453249128
777	0.3452414609
778	0.3451560588
779	0.3450515618
780	0.3449777967
781	0.344899424
782	0.3448115145
783	0.3447119466
784	0.3446452752
785	0.3445206546
786	0.3444319736
787	0.3443432069
788	0.34426627
789	0.3441976912
790	0.3441110675
791	0.3440295873
792	0.3439403062
793	0.3438491393
794	0.343751543
795	0.3436705343
796	0.3435692519
797	0.3434818568
798	0.3433895754
799	0.343298537
800	0.3432011336
801	0.3430994441
802	0.3430317225
803	0.3429123096
804	0.3428277219
805	0.3427275325
806	0.3426278146
807	0.3425405481
808	0.3424502383
809	0.3423626075
810	0.3422607893
811	0.3421660863
812	0.342073162
813	0.3419870098
814	0.341897793
815	0.3418055116
816	0.3417265388
817	0.3416399152
818	0.3415524129
819	0.3414640962
820	0.3413936744
821	0.3412954352
822	0.3412100331
823	0.3411133155
824	0.3406381071
825	0.3405467687
826	0.3404561161
827	0.3400522296
828	0.3399612984
829	0.3398652237
830	0.3397941589
831	0.3396746603
832	0.3395647199
833	0.3394840112
834	0.3393838432
835	0.3392950337
836	0.3392115818
837	0.3391287086
838	0.3390376059
839	0.3389522467
840	0.3388690734
841	0.3387931224
842	0.3386967263
843	0.3386068451
844	0.3385098489
845	0.3384254541
846	0.3383258862
847	0.338236048
848	0.3381456525
849	0.338063658
850	0.3374550852
851	0.3373608964
852	0.3372721083
853	0.3371882492
854	0.3371041544
855	0.3370108872
856	0.336602286
857	0.3365247491
858	0.3364330249
859	0.3363369717
860	0.3362414542
861	0.3361686964
862	0.3360677355
863	0.3359658102
864	0.335874086
865	0.3352709995
866	0.3347453428
867	0.3346531472
868	0.3345662878
869	0.334470556
870	0.3343760458
871	0.3339364984
872	0.3338502391
873	0.3337529215
874	0.3336676908
875	0.3335865321
876	0.3334952151
877	0.3334080128
878	0.3328682117
879	0.3327712155
880	0.3326728478
881	0.3325860527
882	0.3324896566
883	0.332399754
884	0.3323083513
885	0.3322155556
886	0.3321284176
887	0.3320446229
888	0.3319516986
889	0.3318670037
890	0.3317742294
891	0.3316720684
892	0.3315770439
893	0.3314795333
894	0.3313842088
895	0.3312680534
896	0.3311726645
897	0.3310879911
898	0.3309972956
899	0.3309012852
900	0.3308045891
901	0.3307191013
902	0.330629413
903	0.3301436392
904	0.330057187
905	0.3299661272
906	0.3298670308
907	0.3297726063
908	0.3296759102
909	0.3295856862
910	0.3294904687
911	0.3293955085
912	0.3293060131
913	0.3292152533
914	0.3291264223
915	0.329028526
916	0.3288347694
917	0.3287415237
918	0.3286509139
919	0.3285638188
920	0.3284756521
921	0.328384828
922	0.3283027049
923	0.3282198317
924	0.328122214
925	0.3280284753
926	0.3277384726
927	0.3276490629
928	0.327565011
929	0.3274737797
930	0.3269940494
931	0.32690644
932	0.3268172018
933	0.3262776364
934	0.3261865337
935	0.3256196869
936	0.3255323774
937	0.3254448966
938	0.325353601
939	0.3252689062
940	0.3251806538
941	0.3250878152
942	0.3248403313
943	0.3247489715
944	0.3246606977
945	0.324571288
946	0.3244821141
947	0.3243955119
948	0.3243080954
949	0.3242228647
950	0.3241411273
951	0.3240599686
952	0.3239642154
953	0.3238797563
954	0.323785589
955	0.3236958793
956	0.3236061911
957	0.3235364764
958	0.323448524
959	0.3233602288
960	0.3228517382
961	0.3227687364
962	0.3226901279
963	0.3225958963
964	0.3225083512
965	0.3224192201
966	0.3223297462
967	0.322242994
968	0.321789345
969	0.3216960993
970	0.3216068182
971	0.3215193159
972	0.3214369142
973	0.3213426611
974	0.3212520299
975	0.3211697139
976	0.3210757181
977	0.3209911304
978	0.3209086857
979	0.3207227514
980	0.3206402211
981	0.320556512
982	0.3204657308
983	0.3203785714
984	0.3202950981
985	0.3198546292
986	0.3197699772
987	0.3196811033
988	0.3196021091
989	0.3195183143
990	0.3194317764
991	0.3193412095
992	0.3192553574
993	0.3191730628
994	0.3190836103
995	0.3190026658
996	0.3189299937
997	0.3188414627
998	0.3187527174
999	0.318668194
